Position,Track Name,Artist,Streams,Date,Genre
45,Hear Me Now,Alok,1168135,2017-02-27,"['pop nacional', 'slap house', 'electro house']"
46,Cold Water (feat. Justin Bieber & MÃ),Major Lazer,1149275,2017-02-27,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
47,In the Name of Love,Martin Garrix,1128852,2017-02-27,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
48,Now and Later,Sage The Gemini,1110357,2017-02-27,"['pop rap', 'hyphy', 'dance pop', 'southern hip hop', 'trap', 'rap']"
49,Tunnel Vision,Kodak Black,1073352,2017-02-27,"['melodic rap', 'rap', 'miami hip hop', 'florida rap', 'trap', 'southern hip hop', 'hip hop']"
50,Side To Side,Ariana Grande,1068054,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
51,Love,Lana Del Rey,1041936,2017-02-27,"['art pop', 'pop']"
52,T-Shirt,Migos,992999,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap']"
53,How Would You Feel (Paean),Ed Sheeran,959683,2017-02-27,"['uk pop', 'pop']"
54,Starving,Hailee Steinfeld,939773,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
55,Mask Off,Future,939494,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
56,I Got You,Bebe Rexha,931489,2017-02-27,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
57,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,929182,2017-02-27,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
58,Otra vez (feat. J Balvin),Zion & Lennox,922684,2017-02-27,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
59,Sunset Lover,Petit Biscuit,918155,2017-02-27,"['new french touch', 'tropical house']"
60,My Way,Calvin Harris,916423,2017-02-27,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
61,I Would Like,Zara Larsson,905541,2017-02-27,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
62,Black Beatles,Rae Sremmurd,891351,2017-02-27,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
63,Body Like A Back Road,Sam Hunt,881300,2017-02-27,"['contemporary country', 'country pop']"
64,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,874571,2017-02-27,"['dance pop', 'pop']"
65,Water Under the Bridge,Adele,874447,2017-02-27,"['pop soul', 'british soul', 'uk pop', 'pop']"
66,Comin Out Strong (feat. The Weeknd),Future,856034,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
67,Safari,J Balvin,833028,2017-02-27,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
68,Human,Rag'n'Bone Man,826131,2017-02-27,['neo soul']
69,Alone,Alan Walker,823810,2017-02-27,"['pop dance', 'electro house']"
70,It's Gotta Be You,Isaiah Firebrace,812838,2017-02-27,['australian pop']
71,Swang,Rae Sremmurd,805174,2017-02-27,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
72,Selfish (feat. Rihanna),Future,800857,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
73,September Song,JP Cooper,788738,2017-02-27,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
74,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,779162,2017-02-27,['hollywood']
75,Mercy,Shawn Mendes,774960,2017-02-27,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
76,History,Olivia Holt,773024,2017-02-27,"['post-teen pop', 'social media pop', 'alt z', 'pop', 'dance pop']"
77,Heathens,Twenty One Pilots,771047,2017-02-27,"['modern rock', 'rock']"
78,Photograph,Ed Sheeran,770875,2017-02-27,"['uk pop', 'pop']"
79,Treat You Better,Shawn Mendes,766353,2017-02-27,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
80,Touch,Little Mix,764307,2017-02-27,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
81,Don't Let Me Down (feat. Daya),The Chainsmokers,762379,2017-02-27,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
82,Scars To Your Beautiful,Alessia Cara,741134,2017-02-27,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
83,All We Know,The Chainsmokers,740146,2017-02-27,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
84,Caroline,AminÃ©,735322,2017-02-27,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
85,Party Monster,The Weeknd,730168,2017-02-27,"['canadian pop', 'canadian contemporary r&b', 'pop']"
86,Vente Pa' Ca (feat. Maluma),Ricky Martin,728665,2017-02-27,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
87,La Rompe Corazones,Daddy Yankee,707380,2017-02-27,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
88,Me llamas (feat. Maluma) - Remix,Piso 21,698111,2017-02-27,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
89,Thinking out Loud,Ed Sheeran,697026,2017-02-27,"['uk pop', 'pop']"
90,Vacaciones,Wisin,690008,2017-02-27,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
91,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,689999,2017-02-27,"['cubaton', 'reggaeton']"
92,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,671425,2017-02-27,"['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
93,Moves,Big Sean,666749,2017-02-27,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
94,By Your Side,Jonas Blue,663035,2017-02-27,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
95,Make Me (Cry),Noah Cyrus,661425,2017-02-27,"['pop', 'post-teen pop', 'alt z', 'dance pop']"
96,Love Me Now,John Legend,659341,2017-02-27,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
97,Skin,Rag'n'Bone Man,653150,2017-02-27,['neo soul']
98,Redbone,Childish Gambino,650415,2017-02-27,"['rap', 'atl hip hop', 'pop rap', 'hip hop']"
99,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,649695,2017-02-27,"['pop rap', 'dance pop', 'pop']"
100,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,649426,2017-02-27,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
101,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,647989,2017-02-27,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
102,Versace on the Floor,Bruno Mars,639855,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
103,Romantic - NOTD Remix,Stanaj,639812,2017-02-27,"['pop', 'indie poptimism', 'electropop', 'alt z', 'post-teen pop', 'pop edm', 'dance pop', 'pop dance', 'tropical house', 'indie cafe pop']"
104,The Other,Lauv,638079,2017-02-27,"['pop', 'post-teen pop', 'electropop', 'dance pop']"
105,No Lie,Sean Paul,623233,2017-02-27,"['dance pop', 'dancehall', 'pop rap', 'pop']"
106,Cake - Challenge Version,Flo Rida,621597,2017-02-27,"['miami hip hop', 'dance pop', 'pop rap', 'pop']"
107,Stressed Out,Twenty One Pilots,616956,2017-02-27,"['modern rock', 'rock']"
108,Oceans Away,A R I Z O N A,614691,2017-02-27,"['indie poptimism', 'tropical house', 'electropop', 'pop dance', 'pop', 'pop edm']"
109,Me RehÃºso,Danny Ocean,614422,2017-02-27,"['pop venezolano', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
110,Ride,Twenty One Pilots,614241,2017-02-27,"['modern rock', 'rock']"
111,Sooner Or Later,Aaron Carter,612721,2017-02-27,"['post-teen pop', 'dance pop']"
112,goosebumps,Travis Scott,611096,2017-02-27,"['slap house', 'rap']"
113,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,601958,2017-02-27,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
114,Perfect Strangers,Jonas Blue,595314,2017-02-27,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
115,Faded,Alan Walker,587236,2017-02-27,"['pop dance', 'electro house']"
116,Be the One,Dua Lipa,586916,2017-02-27,"['uk pop', 'pop', 'dance pop']"
117,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,585895,2017-02-27,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
118,The Greatest (feat. Kendrick Lamar),Sia,579268,2017-02-27,"['pop', 'australian dance', 'australian pop', 'dance pop']"
119,Cheap Thrills,Sia,578571,2017-02-27,"['pop', 'australian dance', 'australian pop', 'dance pop']"
120,Down,Marian Hill,575418,2017-02-27,['electropop']
121,Big For Your Boots,Stormzy,568880,2017-02-27,"['grime', 'uk hip hop']"
122,Love On The Brain,Rihanna,566167,2017-02-27,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
123,Million Reasons,Lady Gaga,564773,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
124,Love Yourself,Justin Bieber,562360,2017-02-27,"['canadian pop', 'post-teen pop', 'pop']"
125,Shooting Stars,Bag Raiders,561703,2017-02-27,"['australian dance', 'alternative dance', 'indietronica', 'filter house', 'nu disco', 'new rave']"
126,Dile Que Tu Me Quieres,Ozuna,556565,2017-02-27,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
127,Sexual,NEIKED,556223,2017-02-27,['scandipop']
128,La Bicicleta,Carlos Vives,554883,2017-02-27,"['colombian pop', 'champeta', 'latin', 'vallenato', 'latin pop', 'tropical']"
129,This Is What You Came For (feat. Rihanna),Calvin Harris,552199,2017-02-27,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
130,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,548502,2017-02-27,"['soundtrack', 'hollywood', 'adult standards', 'show tunes']"
131,X (feat. Future),21 Savage,547841,2017-02-27,"['atl hip hop', 'rap', 'trap', 'hip hop']"
132,Gyal You A Party Animal - Remix,Charly Black,543221,2017-02-27,['dancehall']
133,No Heart,21 Savage,542709,2017-02-27,"['atl hip hop', 'rap', 'trap', 'hip hop']"
134,Panda,Desiigner,541233,2017-02-27,"['viral trap', 'trap', 'rap', 'pop rap']"
135,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,538753,2017-02-27,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
136,Too Good,Drake,538218,2017-02-27,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
137,Lot to Learn,Luke Christopher,538101,2017-02-27,"['indie pop rap', 'pop rap']"
138,Traicionera,Sebastian Yatra,536761,2017-02-27,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
139,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,533199,2017-02-27,"['pop', 'australian dance', 'australian pop', 'dance pop']"
140,Reminder,The Weeknd,531961,2017-02-27,"['canadian pop', 'canadian contemporary r&b', 'pop']"
141,"i hate u, i love u (feat. olivia o'brien)",gnash,528648,2017-02-27,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
142,Deja Vu,J. Cole,526618,2017-02-27,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
143,Sorry,Justin Bieber,526282,2017-02-27,"['canadian pop', 'post-teen pop', 'pop']"
144,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,519285,2017-02-27,"['rap', 'pop rap', 'new orleans rap', 'trap', 'hip hop']"
145,Te Quiero PaÂ´Mi,Don Omar,512750,2017-02-27,"['puerto rican pop', 'latin', 'reggaeton', 'latin hip hop', 'trap latino']"
146,Both (feat. Drake),Gucci Mane,511274,2017-02-27,"['rap', 'trap', 'atl hip hop', 'southern hip hop', 'pop rap', 'dirty south rap', 'gangster rap', 'hip hop']"
147,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,510057,2017-02-27,"['dance pop', 'pop', 'post-teen pop', 'pop rap']"
148,Location,Khalid,507543,2017-02-27,['pop']
149,Fresh Eyes,Andy Grammer,505405,2017-02-27,"['neo mellow', 'pop rock', 'pop', 'post-teen pop', 'modern rock', 'dance pop']"
150,Tuesday,Burak Yeter,502820,2017-02-27,['electro house']
151,Capsize,FRENSHIP,500216,2017-02-27,"['la pop', 'indie poptimism', 'electropop', 'tropical house', 'pop edm', 'pop dance']"
152,No Favors,Big Sean,500009,2017-02-27,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
153,Heavy (feat. Kiiara),Linkin Park,497257,2017-02-27,"['rap metal', 'post-grunge', 'nu metal', 'alternative metal']"
154,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,488417,2017-02-27,"['detroit hip hop', 'rap', 'hip hop']"
155,7 Years,Lukas Graham,482091,2017-02-27,"['scandipop', 'pop', 'danish pop']"
156,Look at Me!,XXXTENTACION,473153,2017-02-27,"['miami hip hop', 'emo rap']"
157,"City Of Stars - From ""La La Land"" Soundtrack/Pier",Ryan Gosling,471677,2017-02-27,['hollywood']
158,Andas En Mi Cabeza,Chino & Nacho,470184,2017-02-27,['tamaulipas rap']
159,Controlla,Drake,467411,2017-02-27,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
160,Some Way,NAV,463281,2017-02-27,"['melodic rap', 'canadian trap', 'rap', 'toronto rap', 'trap', 'canadian hip hop', 'pop rap', 'hip hop']"
161,Needed Me,Rihanna,460947,2017-02-27,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
162,Work,Rihanna,460535,2017-02-27,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
163,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,459476,2017-02-27,"['tropical house', 'new french touch', 'pop dance']"
164,Shout Out to My Ex,Little Mix,455714,2017-02-27,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
165,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,455515,2017-02-27,['hollywood']
166,Let It Go,James Bay,454349,2017-02-27,"['pop', 'neo mellow', 'pop rock', 'modern rock']"
167,Sneakinâ,Drake,449845,2017-02-27,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
168,Send My Love (To Your New Lover),Adele,448282,2017-02-27,"['pop soul', 'british soul', 'uk pop', 'pop']"
169,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,445626,2017-02-27,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
170,Cake By The Ocean,DNCE,445108,2017-02-27,"['pop', 'post-teen pop', 'dance pop', 'pop rock']"
171,Shaky Shaky,Daddy Yankee,444798,2017-02-27,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
172,Thumbs,Sabrina Carpenter,444360,2017-02-27,"['pop', 'post-teen pop', 'viral pop', 'alt z', 'dance pop', 'electropop']"
173,This Town,Niall Horan,440706,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
174,Hello,Adele,440287,2017-02-27,"['pop soul', 'british soul', 'uk pop', 'pop']"
175,I Love You,Axwell /\ Ingrosso,439833,2017-02-27,"['pop dance', 'edm', 'tropical house', 'dance pop', 'electro house', 'pop']"
176,Low Life (feat. The Weeknd),Future,439704,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
177,Into You,Ariana Grande,438781,2017-02-27,"['pop', 'post-teen pop', 'dance pop']"
178,White Iverson,Post Malone,434461,2017-02-27,"['dfw rap', 'melodic rap', 'rap']"
179,Lean On (feat. MÃ & DJ Snake),Major Lazer,433724,2017-02-27,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
180,Shape of You - Stormzy Remix,Ed Sheeran,433125,2017-02-27,"['uk pop', 'pop']"
181,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,429448,2017-02-27,['san diego rap']
182,Lush Life,Zara Larsson,429264,2017-02-27,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
183,pick up the phone,Young Thug,428328,2017-02-27,"['rap', 'melodic rap', 'trap', 'atl hip hop', 'atl trap', 'pop rap', 'hip hop', 'gangster rap']"
184,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,425759,2017-02-27,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
185,The Mack,Nevada,424133,2017-02-27,['eurodance']
186,Slippery (feat. Gucci Mane),Migos,420303,2017-02-27,"['rap', 'atl hip hop', 'trap', 'pop rap']"
187,PILLOWTALK,ZAYN,419647,2017-02-27,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
188,Let Her Go,Passenger,418146,2017-02-27,"['folk-pop', 'neo mellow', 'pop rock', 'pop']"
189,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,417843,2017-02-27,"['post-teen pop', 'pop', 'dance pop', 'viral pop']"
190,Chillax (feat. Ky-Mani Marley),Farruko,417715,2017-02-27,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
191,No Role Modelz,J. Cole,417296,2017-02-27,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
192,Borro Cassette,Maluma,415030,2017-02-27,"['reggaeton colombiano', 'reggaeton', 'latin']"
193,All of Me,John Legend,413406,2017-02-27,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
194,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,412149,2017-02-27,['hollywood']
195,"Mia & Sebastianâs Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,408135,2017-02-27,"['hollywood', 'movie tunes']"
196,Stitches,Shawn Mendes,407476,2017-02-27,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
197,Hymn for the Weekend - Seeb Remix,Coldplay,407122,2017-02-27,"['permanent wave', 'pop']"
198,Radioactive,Imagine Dragons,406623,2017-02-27,"['modern rock', 'pop', 'rock']"
199,Lights Down Low,MAX,405473,2017-02-27,"['pop', 'post-teen pop', 'viral pop', 'dance pop', 'electropop', 'pop rap']"
200,Love$ick,Mura Masa,401302,2017-02-27,"['channel islands indie', 'vapor soul']"
1,Shape of You,Ed Sheeran,7059172,2017-02-28,"['uk pop', 'pop']"
2,Something Just Like This,The Chainsmokers,4517368,2017-02-28,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
3,It Ain't Me (with Selena Gomez),Kygo,4454192,2017-02-28,"['tropical house', 'pop dance', 'pop', 'edm']"
4,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3852601,2017-02-28,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
5,Paris,The Chainsmokers,3610645,2017-02-28,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,3451927,2017-02-28,"['puerto rican pop', 'latin', 'latin pop']"
7,Scared to Be Lonely,Martin Garrix,3120676,2017-02-28,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
8,Chained To The Rhythm,Katy Perry,3015056,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
9,Issues,Julia Michaels,2666821,2017-02-28,"['pop', 'post-teen pop', 'alt z', 'dance pop', 'electropop']"
10,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2528520,2017-02-28,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
11,Castle on the Hill,Ed Sheeran,2519359,2017-02-28,"['uk pop', 'pop']"
12,I Feel It Coming,The Weeknd,2354694,2017-02-28,"['canadian pop', 'canadian contemporary r&b', 'pop']"
13,Say You Won't Let Go,James Arthur,2280023,2017-02-28,"['pop', 'uk pop', 'talent show', 'post-teen pop']"
14,Slide (feat. Frank Ocean & Migos),Calvin Harris,2278294,2017-02-28,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
15,That's What I Like,Bruno Mars,2237827,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
16,Closer,The Chainsmokers,2174664,2017-02-28,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
17,Stay (with Alessia Cara),Zedd,2130973,2017-02-28,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']"
18,Call On Me - Ryan Riback Extended Remix,Starley,2125346,2017-02-28,"['aussietronica', 'tropical house', 'pop dance']"
19,Believer,Imagine Dragons,2123567,2017-02-28,"['modern rock', 'pop', 'rock']"
20,Starboy,The Weeknd,2099792,2017-02-28,"['canadian pop', 'canadian contemporary r&b', 'pop']"
21,Cold,Maroon 5,2070481,2017-02-28,"['pop', 'pop rock']"
22,Bad and Boujee (feat. Lil Uzi Vert),Migos,1976963,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap']"
23,"How Far I'll Go - From ""Moana""",Alessia Cara,1912494,2017-02-28,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
24,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1893738,2017-02-28,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
25,iSpy (feat. Lil Yachty),KYLE,1860856,2017-02-28,"['pop rap', 'rap', 'social media pop']"
26,Chantaje (feat. Maluma),Shakira,1752901,2017-02-28,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
27,Just Hold On,Steve Aoki,1667364,2017-02-28,"['edm', 'pop dance', 'electro house', 'tropical house', 'dance pop', 'pop']"
28,Bad Things (with Camila Cabello),Machine Gun Kelly,1632938,2017-02-28,"['ohio hip hop', 'pop rap']"
29,Solo Dance,Martin Jensen,1618416,2017-02-28,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
30,Weak,AJR,1609371,2017-02-28,"['modern rock', 'pop rap']"
31,All Time Low,Jon Bellion,1565719,2017-02-28,['pop rap']
32,Bounce Back,Big Sean,1545713,2017-02-28,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
33,All Night,The Vamps,1541037,2017-02-28,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
34,Let Me Love You,DJ Snake,1525216,2017-02-28,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
35,Fake Love,Drake,1491906,2017-02-28,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
36,Don't Wanna Know,Maroon 5,1487467,2017-02-28,"['pop', 'pop rock']"
37,El Amante,Nicky Jam,1474867,2017-02-28,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
38,24K Magic,Bruno Mars,1428595,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
39,Congratulations,Post Malone,1427213,2017-02-28,"['dfw rap', 'melodic rap', 'rap']"
40,Shed a Light,Robin Schulz,1316218,2017-02-28,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
41,ReggaetÃ³n Lento (Bailemos),CNCO,1315612,2017-02-28,"['boy band', 'latin pop', 'reggaeton', 'latin']"
42,One Dance,Drake,1314304,2017-02-28,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
43,Don't Leave,Snakehips,1301820,2017-02-28,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
44,You Don't Know Me - Radio Edit,Jax Jones,1279507,2017-02-28,"['pop dance', 'uk dance', 'tropical house', 'dance pop', 'pop', 'house', 'edm', 'pop rap', 'post-teen pop', 'electro house']"
45,Tunnel Vision,Kodak Black,1214541,2017-02-28,"['melodic rap', 'rap', 'miami hip hop', 'florida rap', 'trap', 'southern hip hop', 'hip hop']"
46,Hear Me Now,Alok,1174948,2017-02-28,"['pop nacional', 'slap house', 'electro house']"
47,Cold Water (feat. Justin Bieber & MÃ),Major Lazer,1168873,2017-02-28,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
48,In the Name of Love,Martin Garrix,1159468,2017-02-28,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
49,Now and Later,Sage The Gemini,1134059,2017-02-28,"['pop rap', 'hyphy', 'dance pop', 'southern hip hop', 'trap', 'rap']"
50,Mask Off,Future,1118147,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
51,Side To Side,Ariana Grande,1101123,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
52,T-Shirt,Migos,1050218,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap']"
53,Sunset Lover,Petit Biscuit,961837,2017-02-28,"['new french touch', 'tropical house']"
54,Otra vez (feat. J Balvin),Zion & Lennox,961233,2017-02-28,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
55,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,956715,2017-02-28,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
56,I Got You,Bebe Rexha,952289,2017-02-28,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
57,How Would You Feel (Paean),Ed Sheeran,946602,2017-02-28,"['uk pop', 'pop']"
58,Love,Lana Del Rey,939966,2017-02-28,"['art pop', 'pop']"
59,Starving,Hailee Steinfeld,933051,2017-02-28,"['pop', 'post-teen pop', 'dance pop']"
60,Body Like A Back Road,Sam Hunt,927462,2017-02-28,"['contemporary country', 'country pop']"
61,Black Beatles,Rae Sremmurd,919742,2017-02-28,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
62,Water Under the Bridge,Adele,917608,2017-02-28,"['pop soul', 'british soul', 'uk pop', 'pop']"
63,My Way,Calvin Harris,895432,2017-02-28,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
64,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,879106,2017-02-28,"['dance pop', 'pop']"
65,Comin Out Strong (feat. The Weeknd),Future,877220,2017-02-28,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
66,Love On The Brain,Rihanna,859799,2017-02-28,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
67,Safari,J Balvin,854397,2017-02-28,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
